,long,lat,group,District
465,76.48994377,17.66041122,2,Kalaburagi
466,76.48729664,17.71474468,2,Kalaburagi
467,76.52402557,17.71507003,2,Kalaburagi
468,76.52336379,17.75964299,2,Kalaburagi
469,76.57266658,17.76061904,2,Kalaburagi
470,76.56406341,17.75085854,2,Kalaburagi
471,76.57035034,17.70530953,2,Kalaburagi
472,76.58193154,17.70563488,2,Kalaburagi
473,76.60046145,17.72580658,2,Kalaburagi
474,76.61435888,17.77037954,2,Kalaburagi
475,76.61435888,17.77070489,2,Kalaburagi
476,76.63189611,17.75476274,2,Kalaburagi
477,76.63321968,17.72808403,2,Kalaburagi
478,76.65572028,17.71799818,2,Kalaburagi
479,76.66432346,17.68741528,2,Kalaburagi
480,76.68450782,17.68578853,2,Kalaburagi
481,76.68583139,17.68220968,2,Kalaburagi
482,75.34175116,16.95602838,3,Belgaum
483,75.33579512,16.86948527,3,Belgaum
484,75.39502465,16.86330362,3,Belgaum
485,75.37881098,16.82393626,3,Belgaum
486,75.38443613,16.76342115,3,Belgaum
487,75.36623711,16.76016765,3,Belgaum
488,75.36259731,16.7142933,3,Belgaum
489,75.28913945,16.714944,3,Belgaum
490,75.27557291,16.70258069,3,Belgaum
491,75.26564617,16.69249484,3,Belgaum
492,75.2682933,16.64108954,3,Belgaum
493,75.25869746,16.60790383,3,Belgaum
494,75.25869746,16.60725313,3,Belgaum
495,75.22130675,16.61701363,3,Belgaum
496,75.1700186,16.59911938,3,Belgaum
497,75.15744474,16.58415328,3,Belgaum
498,75.15711384,16.58382793,3,Belgaum
499,75.16141543,16.53990567,3,Belgaum
500,75.16207721,16.53437472,3,Belgaum
501,75.15645206,16.53112122,3,Belgaum
502,75.14123106,16.52168607,3,Belgaum
503,75.11542155,16.50606927,3,Belgaum
504,75.11376709,16.50867207,3,Belgaum
505,75.07141301,16.56756043,3,Belgaum
506,75.06678054,16.53925497,3,Belgaum
507,75.007551,16.53827892,3,Belgaum
508,74.9886902,16.50086367,3,Belgaum
509,74.98670485,16.46637656,3,Belgaum
510,74.98835931,16.45368791,3,Belgaum
511,75.01681596,16.45856816,3,Belgaum
512,75.01780863,16.43969786,3,Belgaum
513,75.02806626,16.43351621,3,Belgaum
514,75.07803084,16.43774576,3,Belgaum
515,75.07306747,16.40456005,3,Belgaum
516,75.03964745,16.39805305,3,Belgaum
517,75.03501498,16.3866658,3,Belgaum
518,75.04328726,16.31834229,3,Belgaum
519,75.07637638,16.33168164,3,Belgaum
520,75.12964987,16.33103094,3,Belgaum
521,75.14884156,16.31541414,3,Belgaum
522,75.15943008,16.32094509,3,Belgaum
523,75.14817978,16.28255379,3,Belgaum
524,75.2342115,16.25945393,3,Belgaum
525,75.23222616,16.21000073,3,Belgaum
526,75.28583054,16.20121628,3,Belgaum
527,75.28450697,16.17648967,3,Belgaum
528,75.29244836,16.17291082,3,Belgaum
529,75.2759038,16.12020411,3,Belgaum
530,75.32785373,16.11532386,3,Belgaum
531,75.35432503,16.12866322,3,Belgaum
532,75.3553177,16.11532386,3,Belgaum
533,75.40462049,16.11402246,3,Belgaum
534,75.4119001,16.13061532,3,Belgaum
535,75.4158708,16.11564921,3,Belgaum
536,75.43903318,16.11564921,3,Belgaum
537,75.42778288,16.09287471,3,Belgaum
538,75.43109179,16.06912416,3,Belgaum
539,75.44532012,16.06912416,3,Belgaum
540,75.44498923,16.05285666,3,Belgaum
541,75.41851793,16.05253131,3,Belgaum
542,75.41686347,16.0460243,3,Belgaum
543,75.42612842,16.00925975,3,Belgaum
544,75.43804051,16.0030781,3,Belgaum
545,75.43175358,15.97542335,3,Belgaum
546,75.43969497,15.96663889,3,Belgaum
547,75.42480486,15.92141524,3,Belgaum
548,75.44168031,15.91848709,3,Belgaum
549,75.43804051,15.89376048,3,Belgaum
550,75.45160705,15.88627743,3,Belgaum
551,75.45193794,15.88269858,3,Belgaum
552,75.45392329,15.88107183,3,Belgaum
553,75.45789398,15.81860462,3,Belgaum
554,75.43704784,15.77858657,3,Belgaum
555,75.41421634,15.78476822,3,Belgaum
556,75.42447397,15.84202983,3,Belgaum
557,75.37484028,15.84528333,3,Belgaum
558,75.36458265,15.80493992,3,Belgaum
559,75.34108938,15.80493992,3,Belgaum
560,75.33943492,15.82771442,3,Belgaum
561,75.3248757,15.81112157,3,Belgaum
562,75.30369867,15.81274832,3,Belgaum
563,75.3060149,15.76589792,3,Belgaum
564,75.31825788,15.76459652,3,Belgaum
565,75.31825788,15.74507551,3,Belgaum
566,75.31428718,15.73010941,3,Belgaum
567,75.29972797,15.72750661,3,Belgaum
568,75.29906619,15.72880801,3,Belgaum
569,75.29377193,15.74117131,3,Belgaum
570,75.27458024,15.74052061,3,Belgaum
571,75.27424934,15.71774611,3,Belgaum
572,75.27888182,15.68846461,3,Belgaum
573,75.28947034,15.69074206,3,Belgaum
574,75.27788915,15.68716321,3,Belgaum
575,75.27391845,15.6487719,3,Belgaum
576,75.24910161,15.64714515,3,Belgaum
577,75.23619685,15.67902945,3,Belgaum
578,75.20277684,15.68163226,3,Belgaum
579,75.20277684,15.64909725,3,Belgaum
580,75.10814194,15.67187175,3,Belgaum
581,75.09192827,15.6077778,3,Belgaum
582,75.05652291,15.6325044,3,Belgaum
583,75.05983182,15.68195761,3,Belgaum
584,75.04858152,15.67772805,3,Belgaum
585,75.04692706,15.67057035,3,Belgaum
586,75.02839715,15.66991965,3,Belgaum
587,75.01946309,15.64389165,3,Belgaum
588,74.96652049,15.65430285,3,Belgaum
589,74.96519692,15.6272988,3,Belgaum
590,74.90232759,15.6318537,3,Belgaum
591,74.87883431,15.61786365,3,Belgaum
592,74.83052419,15.6103806,3,Belgaum
593,74.84111271,15.57491744,3,Belgaum
594,74.79809685,15.54856409,3,Belgaum
595,74.81397963,15.50496718,3,Belgaum
596,74.78684654,15.48609688,3,Belgaum
597,74.77824337,15.45941817,3,Belgaum
598,74.74879405,15.49618273,3,Belgaum
599,74.72728612,15.48902503,3,Belgaum
600,74.74449246,15.46364773,3,Belgaum
601,74.72960236,15.43143807,3,Belgaum
602,74.7391982,15.41419452,3,Belgaum
603,74.74085266,15.41094102,3,Belgaum
604,74.69949126,15.40996497,3,Belgaum
605,74.68956452,15.39792702,3,Belgaum
606,74.64952668,15.39011862,3,Belgaum
607,74.61412131,15.35855966,3,Belgaum
608,74.54463415,15.41679732,3,Belgaum
609,74.48275749,15.39597492,3,Belgaum
610,74.46455847,15.41517057,3,Belgaum
611,74.45661708,15.40313262,3,Belgaum
612,74.42650598,15.39857772,3,Belgaum
613,74.4218735,15.46364773,3,Belgaum
614,74.41327033,15.47405893,3,Belgaum
615,74.37488695,15.48089128,3,Belgaum
